run_id,scenario_id,model_name,md_path,answer_char_length,answer_sha256
486,unknown,Mistral NeMo 12B,run_486__unknown__mistral_nemo_12b.md,1559,823d9dd0ab5fa1e9670bc4f187fb49fcee5086096c957d0b059d6f6cb8720e8b
487,unknown,Mistral Small 3.2 24B Instruct,run_487__unknown__mistral_small_3_2_24b_instruct.md,1849,b6d9617904a6257913a3659f11c192e0ef7f4d53c6e096b8a3ccc7a051f4baac
488,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_488__unknown__nvidia_nemotron_3_nano_30b_a3b.md,1805,15c6d2a4689ce09b75dc4f0b1feaad6f8af3c3745157ace48ea5ec00904edcf0
489,unknown,Qwen3 8B,run_489__unknown__qwen3_8b.md,115,84bfef8e09d32d835e9b840561b1d5ee7f6f9c8ff05abb70d913ca02bb5d7b1c
490,unknown,Qwen3.5 9B,run_490__unknown__qwen3_5_9b.md,3113,dcada20330520e7fbdcb36b5965cbe29bae77f9a1c5c4a994f062d60981ba8ed
491,unknown,Gemma 3 12B IT,run_491__unknown__gemma_3_12b_it.md,3530,5e6646a7d9f1f88e1959d36ede0111a966854a6dd215c896bd2d9d4747d3a515
492,unknown,Gemma 3 12B IT,run_492__unknown__gemma_3_12b_it.md,4023,2cba258736a3ca3aa51f4470ee73c976d29630a542a705c17d0b945e590101fa
493,unknown,Gemma 3 12B IT,run_493__unknown__gemma_3_12b_it.md,3994,5c8dc4953850d2757529341d226c4199774cafd1e4fc0ebfcdc4161d5eaac827
494,unknown,Gemma 3 27B IT,run_494__unknown__gemma_3_27b_it.md,5235,750b98ad4332b104fe6b37ce99b2fdaf9a325c5de294364aa8752d743fe9d6e2
495,unknown,Gemma 4 31B IT,run_495__unknown__gemma_4_31b_it.md,3625,00caffbce5bb5ea489956f3b234f8266b95c5f84fc395ec8b840ef2217fecd04
496,unknown,Granite 4.1 8B,run_496__unknown__granite_4_1_8b.md,3643,03232c7dabb5164105920ecfd1b5641977202dae457e922e94b297ba7e82fae1
497,unknown,Granite 4.1 8B,run_497__unknown__granite_4_1_8b.md,3543,ddc28ef81194657cd1dba09f02fd81f4a7a22310eada253f854bd54370fd4f73
498,unknown,Granite 4.1 8B,run_498__unknown__granite_4_1_8b.md,3701,604adecaa87873852c817c71c3eaf3bf99109ff51890ab0f81aed9c593bafc72
499,unknown,Llama 3.1 8B Instruct,run_499__unknown__llama_3_1_8b_instruct.md,7193,49e1cf0a1b8a236aa3014d81a53377209dc449f3a4b1c89a08fb55887419eb11
500,unknown,Llama 3.1 8B Instruct,run_500__unknown__llama_3_1_8b_instruct.md,29341,1f5570ab70eb1770f92351e4a277a1e79090699b04f5347890160548809dc998
501,unknown,Llama 3.1 8B Instruct,run_501__unknown__llama_3_1_8b_instruct.md,4029,c38fef9973344a963f82f73818f45d1759ddcb47d9d4ebc5f5bff469c4eaebd6
502,unknown,Ministral 3 8B,run_502__unknown__ministral_3_8b.md,3393,b2faa711555e9421ae55d5fd75a01c26b40e024682f008d65eb53ddb3cf14f10
503,unknown,Ministral 3 8B,run_503__unknown__ministral_3_8b.md,4416,e04287f9ecb4e7f1b0426430b1fea14b0d51b65d42a9e05baecd67e50c362726
504,unknown,Ministral 3 8B,run_504__unknown__ministral_3_8b.md,4885,8733ad782056af0512c4b36141393cf823fe851eb3d45ccce523908a7dc9c92c
505,unknown,Mistral NeMo 12B,run_505__unknown__mistral_nemo_12b.md,2001,e2a8695c97bb39b1e73d4b138cb6113efbc9dd7c925ef9015a9a214523190f6b
506,unknown,Mistral NeMo 12B,run_506__unknown__mistral_nemo_12b.md,1872,40b00b2ce2fb10151c2e43a7431630a8c74d580b7ecce1e6db23aae1accedb2b
507,unknown,Mistral NeMo 12B,run_507__unknown__mistral_nemo_12b.md,2609,47cce6fd28eb6f3dcf881a7df23516d0896d747b754391df13255af863269a41
508,unknown,Mistral Small 3.2 24B Instruct,run_508__unknown__mistral_small_3_2_24b_instruct.md,4039,dd23938ecfdfa47d8de8c4bbc3ebdbc2aa2115a38271fdf877453180f144e4fe
509,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_509__unknown__nvidia_nemotron_3_nano_30b_a3b.md,3757,be358b6ca7e3905d42d7790b47ac6fb3cca939cf0127d03a40b9a0d16661344e
510,unknown,Qwen3 8B,run_510__unknown__qwen3_8b.md,138,6911aa59a5f80b11cb81ca2a945edde65fb57a02e88780743f6616f22777eee8
511,unknown,Qwen3.5 9B,run_511__unknown__qwen3_5_9b.md,4024,41d4e669023b403cc86148a5626c11e9ba10abc32728c9ab16d9624edb2155a6
512,unknown,Gemma 3 12B IT,run_512__unknown__gemma_3_12b_it.md,2733,8813bb1b74241501cf3540f7feeb20eed5996834ebec454cc34da446c9b88b1c
513,unknown,Gemma 3 12B IT,run_513__unknown__gemma_3_12b_it.md,2840,90a9dc3387cdf6bd1df8f7696e8a8c89522b173839087000dcf35582315d9289
514,unknown,Gemma 3 12B IT,run_514__unknown__gemma_3_12b_it.md,25613,516d8bf0ebdf793b73b17e18b051d1f9ad055db6269b7b3bcb6a3f4c136c4773
515,unknown,Gemma 3 27B IT,run_515__unknown__gemma_3_27b_it.md,2743,e32fa3aaa29dd08f34fef7cb422bf37ef3e9a752893e52cb4ba40ea9f4c1f446
516,unknown,Gemma 4 31B IT,run_516__unknown__gemma_4_31b_it.md,2326,5e63a5fbd8db0c0f352bba69d75f7c445b576c76a5ffcf86476408e3a88ac72d
517,unknown,Granite 4.1 8B,run_517__unknown__granite_4_1_8b.md,4130,aeba0fc8df1a1c6b72967bb286f09445a3d56fb627c3147bd9aaee7b4357ea0b
518,unknown,Granite 4.1 8B,run_518__unknown__granite_4_1_8b.md,3924,c94d90c841c708eb0e7eda440e569996aeb3b78a5284d52570e48970c3e069d7
519,unknown,Granite 4.1 8B,run_519__unknown__granite_4_1_8b.md,4169,fb92e45f3842b869f1744997dd042d02218cc2708497bc32ac84ab56451c910b
520,unknown,Llama 3.1 8B Instruct,run_520__unknown__llama_3_1_8b_instruct.md,2941,ee99b5319c5aff1b505e8e98da3becff02dcc09ecda422eb7c5f48a72a4c21bf
521,unknown,Llama 3.1 8B Instruct,run_521__unknown__llama_3_1_8b_instruct.md,3515,ccc71caf023bda8d91b43d6b6d3650c74ff4742d5c93922e221bef70741d4ffc
522,unknown,Llama 3.1 8B Instruct,run_522__unknown__llama_3_1_8b_instruct.md,3455,c8712cccb2466cbf49f0e79db0895904f93d8702043920a6a26e76df5510de9f
523,unknown,Ministral 3 8B,run_523__unknown__ministral_3_8b.md,3782,53cf2da3c2c1b6e6fb852c5e8cc4c895d126dbde95dd7728aafb1aa666e70202
524,unknown,Ministral 3 8B,run_524__unknown__ministral_3_8b.md,3938,bf3680f502a79d95eab6640c9b51c7f58b33411dc850855c23475f4382675d01
525,unknown,Ministral 3 8B,run_525__unknown__ministral_3_8b.md,3873,4f54468988bcea91e3b98c301c6dc8fdd5b10d7c03ca2edf9c48eda7e09b0e0d
526,unknown,Mistral NeMo 12B,run_526__unknown__mistral_nemo_12b.md,1802,1aeae57d9797714b56500d1f2f0745d8a8dbf43cac7a8efe551a641918ffa270
527,unknown,Mistral NeMo 12B,run_527__unknown__mistral_nemo_12b.md,1747,2a72688d4d69d4e600087e167686d379c5231981b24986cc2edf6a586ee1338b
528,unknown,Mistral NeMo 12B,run_528__unknown__mistral_nemo_12b.md,2027,776ad5e028cf93b5c8a3c5707cda4d0bda752f90a6e2402ae2f5171836949d44
529,unknown,Mistral Small 3.2 24B Instruct,run_529__unknown__mistral_small_3_2_24b_instruct.md,3889,a3cf78d1616bf2beb1ef434a8aff28bf19fdf676d2fc8a49e34415a06267f4d9
530,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_530__unknown__nvidia_nemotron_3_nano_30b_a3b.md,22039,cc14abcd3d69e23d24ce24417560ce3ccc7504aceb7d6d8604bc46c1babdf34e
531,unknown,Qwen3 8B,run_531__unknown__qwen3_8b.md,159,066eb28f55ea5374c565fd56ae35195e295103a42b6d28381b7adf62a581a701
532,unknown,Qwen3.5 9B,run_532__unknown__qwen3_5_9b.md,3747,94c3603226608b2a7fd03288a6abb0805c8eae0ccad1bfe8d54317993c386c81
533,unknown,Gemma 3 12B IT,run_533__unknown__gemma_3_12b_it.md,3495,a2f914b8aa2a9cba7c76150be826659291142195f93a9c513ef66e98eb58a2da
534,unknown,Gemma 3 12B IT,run_534__unknown__gemma_3_12b_it.md,3673,30dbc419b5677d3ca8c9cccc198e67ebd45e3b24143bb57b1fe45bf0f67369b5
535,unknown,Gemma 3 12B IT,run_535__unknown__gemma_3_12b_it.md,3483,0dcb8b02b0503c286fa94ee09a76bbcd1e7090d4d9602ae3f4dcc4f80deacaed
536,unknown,Gemma 3 27B IT,run_536__unknown__gemma_3_27b_it.md,4475,5d025fc5464307ac5e2d0b7ccc2d6579e4985c59056545d9637ad4f46e4ba464
537,unknown,Gemma 4 31B IT,run_537__unknown__gemma_4_31b_it.md,3115,de9ec8320617ad5debc6f9ab109845da6a895a8ec8340493adce1f504f1bc269
538,unknown,Granite 4.1 8B,run_538__unknown__granite_4_1_8b.md,4215,fcc70839a4e3778f2637d0d15c8422468fb9d93c5c4449e2bcc28c1ab513b5c0
539,unknown,Granite 4.1 8B,run_539__unknown__granite_4_1_8b.md,4230,5ce6a4c5f9b196778229f0ffe146fa63b85fb575716d7859e5749f03d05d1410
540,unknown,Granite 4.1 8B,run_540__unknown__granite_4_1_8b.md,3920,39969d8fb807dd5e4298ed4ba096d9085b8ea7d9cd9805a6160ed528f9fbeca8
541,unknown,Llama 3.1 8B Instruct,run_541__unknown__llama_3_1_8b_instruct.md,4315,e19f3aaf9c1d6249005e41287a6f877cd947cede5b609cc5841bb0bf4c103276
542,unknown,Llama 3.1 8B Instruct,run_542__unknown__llama_3_1_8b_instruct.md,2570,6e2ce69c24fc1d6894208286a7cb472ace46aa28f6fe4c8242058b352b47194c
543,unknown,Llama 3.1 8B Instruct,run_543__unknown__llama_3_1_8b_instruct.md,2175,33152fb45b5325e209cd59466b391b6204f562d8aba3cea9fc7669892507d8cc
544,unknown,Ministral 3 8B,run_544__unknown__ministral_3_8b.md,4171,158c28bc02f917ac6b0ca7b062cf6e00ef59aaa45929b56e3280fe5fbddcf879
545,unknown,Ministral 3 8B,run_545__unknown__ministral_3_8b.md,23378,4d9765a69835753940d60a77743d88769e962bc7834ef3b6b727644773cf3bf9
546,unknown,Ministral 3 8B,run_546__unknown__ministral_3_8b.md,7803,16de5cb65865027fc965dc4dd0cf87352456ee4d89b7e9a3e3d2f80c87596306
547,unknown,Mistral NeMo 12B,run_547__unknown__mistral_nemo_12b.md,1643,8e164f1ee3e02a98b80fa88f3bdf82ead82862d5f761353eb685c355f614cd44
548,unknown,Mistral NeMo 12B,run_548__unknown__mistral_nemo_12b.md,2038,d6e49a57f7269b279d3e9fb2327a0ad01db441d5f86de73f34f9a31dbeb86d51
549,unknown,Mistral NeMo 12B,run_549__unknown__mistral_nemo_12b.md,1983,69c5a8dbc8e00d4312b4fbb3f8947eac22d57eab6deab48ccb6c769b01c0fd49
550,unknown,Mistral Small 3.2 24B Instruct,run_550__unknown__mistral_small_3_2_24b_instruct.md,2913,a45aa8b275e6245d744ab92d6ea0cdb3b53a278242295427dd724c4f48eb4d29
551,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_551__unknown__nvidia_nemotron_3_nano_30b_a3b.md,2125,d43c5052648abbfc4ed435e79ae66e32415e8bbe8b4ad6546b79ee94d9da6135
552,unknown,Qwen3 8B,run_552__unknown__qwen3_8b.md,151,35ecd5225370959c69e8d61ce86c0db1e3c8b25ac8c3ce5dcb0c0a6ddd1083ef
553,unknown,Qwen3.5 9B,run_553__unknown__qwen3_5_9b.md,4461,766eba3a43732b7beb7c59f17b6dc27e77eba825d9d8089d6f26e97fefcf5fb7
554,unknown,Gemma 3 12B IT,run_554__unknown__gemma_3_12b_it.md,2823,1b43b944a4870dda119e925875edade2026a11e0491e24a471a5f40c08c48355
555,unknown,Gemma 3 12B IT,run_555__unknown__gemma_3_12b_it.md,2790,4897c3ab685dbf892460ee126ab8a49d85b3dd1d4c7f81b423a986078a7a6b30
556,unknown,Gemma 3 12B IT,run_556__unknown__gemma_3_12b_it.md,3273,b32057ca3809c60d53d89159b46cd4fcf0d4ced58f1cde39547e4d3fd16fd24e
557,unknown,Gemma 3 27B IT,run_557__unknown__gemma_3_27b_it.md,3214,48c79f5c9016bada6977b5c0b08130669150581b96fd121dd2af97e410a23621
558,unknown,Gemma 4 31B IT,run_558__unknown__gemma_4_31b_it.md,2527,f2ef41cd541c8275717a6ef87e4b53404eb00b6f8943647fdb0ba8802af8aa53
559,unknown,Granite 4.1 8B,run_559__unknown__granite_4_1_8b.md,2626,f224f2575a678acb04e70b1780d09fc559f9ebea056338764cc872227ac16fda
560,unknown,Granite 4.1 8B,run_560__unknown__granite_4_1_8b.md,2618,cd0c22479cbbb9fd14aad6dedb03557fee6d9361993afdf6472f2e406fc4ba1f
561,unknown,Granite 4.1 8B,run_561__unknown__granite_4_1_8b.md,2465,1f2484395970f9e8b8f9fc38e5f8b5c6cadc8c760fb57374228f4c3fc9e9b9c4
562,unknown,Llama 3.1 8B Instruct,run_562__unknown__llama_3_1_8b_instruct.md,2897,0c5f33aec98daabfa42155b23c257b2db3c4cb273e0e4792a524965b40685c4c
563,unknown,Llama 3.1 8B Instruct,run_563__unknown__llama_3_1_8b_instruct.md,2705,e0b315a37d468fca6427c8338930851b118fcfb9b79788e8776dcd795dd1a951
564,unknown,Llama 3.1 8B Instruct,run_564__unknown__llama_3_1_8b_instruct.md,3241,241dbf8bde7dd6ae59f92c2e47b3794cfc06e0894b4a30a579e8f14fe15e6947
565,unknown,Ministral 3 8B,run_565__unknown__ministral_3_8b.md,2270,3bf03634effa0b9e9fe826a276682b259225b54d94b8e8ac9cfd5a13005eb1f7
566,unknown,Ministral 3 8B,run_566__unknown__ministral_3_8b.md,3160,fa690870c30a042c4a24ea3a07c17b8b9dd5139db4b06deb44dc0243ad452862
567,unknown,Ministral 3 8B,run_567__unknown__ministral_3_8b.md,3954,a0422c100b4b1cf407949da8a8c85f0102eb5bd80c75f28449ee7de561b07ccd
568,unknown,Mistral NeMo 12B,run_568__unknown__mistral_nemo_12b.md,1359,598ca59ecdcb48bead19b473894c43732b0bfa3cadfdb8d5d540018b5f285042
569,unknown,Mistral NeMo 12B,run_569__unknown__mistral_nemo_12b.md,1562,f170860244fd6d7742820cba2f088e028441e077989585af835b5351371fab9b
570,unknown,Mistral NeMo 12B,run_570__unknown__mistral_nemo_12b.md,1688,f140e148c7bbd5cded51976c835409ceb0485df7fc2ae5a07ac6d13d48f856c9
571,unknown,Mistral Small 3.2 24B Instruct,run_571__unknown__mistral_small_3_2_24b_instruct.md,3158,f598eae5b5380e31bc4b81f1df8a64ee7feddb8f00160b541be245216568587e
572,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_572__unknown__nvidia_nemotron_3_nano_30b_a3b.md,2297,21c8fa8e46427750573dc29ff8174af28eadeeb820b8f03712f566fd5277c3e8
573,unknown,Qwen3 8B,run_573__unknown__qwen3_8b.md,107,7b4dfbb1eb0a7e744adad57d43bfea6401a8b985e97cdc84a22e9034a5779734
574,unknown,Qwen3.5 9B,run_574__unknown__qwen3_5_9b.md,3534,11998efb134d981dc74e5d1ba509fe16c101ab08680b94b277bf84ec51350941
575,unknown,Gemma 3 12B IT,run_575__unknown__gemma_3_12b_it.md,3333,0c47b8f599fb0fdfe2785f82675bd9e805fddc3bb927835e1355d5dc30a26d56
576,unknown,Gemma 3 12B IT,run_576__unknown__gemma_3_12b_it.md,3966,15801d8b964494c329852c1035df97c1c28b6db67633313f22dd7a23aef94b5d
577,unknown,Gemma 3 12B IT,run_577__unknown__gemma_3_12b_it.md,3713,c6db8b0abd433f06e837ed04b295b47a15cba39c8eb34b6d25e901a2c5841219
578,unknown,Gemma 3 12B IT,run_578__unknown__gemma_3_12b_it.md,3537,565eb0f12fc47a8a6b2ffe018bf89e3bacf982b33727c2c5d3c586cd9f03ba97
579,unknown,Gemma 3 27B IT,run_579__unknown__gemma_3_27b_it.md,3327,41d347d682dbae491e86d3f51498bde76b9a4d7adf97cadacdd975a4e2009c3d
580,unknown,Gemma 4 31B IT,run_580__unknown__gemma_4_31b_it.md,3307,dff6a128ef5d2730cb24a8b112e308e1aaa0295a5e40ce33dd32fac9904c74b2
581,unknown,Granite 4.1 8B,run_581__unknown__granite_4_1_8b.md,4139,55743020f43aa63b07f3c7e12b16b78b00debef8ee3b5f9a1b350845124a1c97
582,unknown,Granite 4.1 8B,run_582__unknown__granite_4_1_8b.md,4427,c4fff0ed86e49ed5468f18856862d194ddb6d690e2c0113bb09992dea13c593d
583,unknown,Granite 4.1 8B,run_583__unknown__granite_4_1_8b.md,3620,4cd5bb52c196a050dbd057b76fa34b3e0612b51654194454185e029b4006c4db
584,unknown,Granite 4.1 8B,run_584__unknown__granite_4_1_8b.md,5034,37e4ab3b94a1b195d89226c8ff70ded13e05abe9ebd80bfb60de74c21e5957ea
585,unknown,Llama 3.1 8B Instruct,run_585__unknown__llama_3_1_8b_instruct.md,2617,a509dd9a86a75856d844a7eb4ea5c357f92a56cee880ef1557fc95e36f6f2a90
586,unknown,Llama 3.1 8B Instruct,run_586__unknown__llama_3_1_8b_instruct.md,3540,5c1fcc9b6a005688f0d396b5af4b3aed50e66218478437679aa24a9b5a125ebc
587,unknown,Llama 3.1 8B Instruct,run_587__unknown__llama_3_1_8b_instruct.md,5174,3e2e0147294faf4c55a3ab5c4d3ca066dd1fc3ec76784ce0e74458f24d4f6858
588,unknown,Llama 3.1 8B Instruct,run_588__unknown__llama_3_1_8b_instruct.md,2603,02d25423af07672fcd4102574dcffe1acb8b63ae087dec20a81bb3a7093f68dc
589,unknown,Ministral 3 8B,run_589__unknown__ministral_3_8b.md,2944,a34ff12bd67e3ca34eb5f1205678aa6dd6d4fa671ad1a28954a78119b84c833a
590,unknown,Ministral 3 8B,run_590__unknown__ministral_3_8b.md,3321,79ee910f00621cb230e01aea462a775673fc5e3a14b8d98d3cac6a4c2fcb87d4
591,unknown,Ministral 3 8B,run_591__unknown__ministral_3_8b.md,3355,ce6732b3b89d288487baf7fc96f4ae3ee7373b66393cee78d57e239431e52d42
592,unknown,Ministral 3 8B,run_592__unknown__ministral_3_8b.md,3656,28c26c1d030c325d92fac2612c698a9a3d2794e96d2c045f88dd7f20091aff27
593,unknown,Mistral NeMo 12B,run_593__unknown__mistral_nemo_12b.md,1705,5ff4225f05e7435b01a16ae49f75b491bfdacf364eb28d9cdabe6699e6031508
594,unknown,Mistral NeMo 12B,run_594__unknown__mistral_nemo_12b.md,1705,5ff4225f05e7435b01a16ae49f75b491bfdacf364eb28d9cdabe6699e6031508
595,unknown,Mistral NeMo 12B,run_595__unknown__mistral_nemo_12b.md,1631,0a0c03f74c6bf8523d6d580b32c0691f53a4134d5d01c75b0d4befab9feb40c4
596,unknown,Mistral NeMo 12B,run_596__unknown__mistral_nemo_12b.md,1437,fd3df6576c99112c3fcda84321f88a6cc0838f88fabf9e50ccf621bd02e15145
597,unknown,Mistral Small 3.2 24B Instruct,run_597__unknown__mistral_small_3_2_24b_instruct.md,2750,7928abbf6361e57eeb8dcdc9978d64738701cd5df13312ebf16d71c856193234
598,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_598__unknown__nvidia_nemotron_3_nano_30b_a3b.md,22762,9afb227063e5b29a6047ad30489d7a4ed8e32a5d11b10b651304341f350b8bd4
599,unknown,Qwen3 8B,run_599__unknown__qwen3_8b.md,134,f425f71b852dbaefc3a3a5912bc0c30056905ac447d396d76ccc8167a8253cea
600,unknown,Qwen3 8B,run_600__unknown__qwen3_8b.md,134,15d072909df7675f7dae308d3074e2535c880ef8d85d1d1f1e990ac5828f167f
601,unknown,Qwen3.5 9B,run_601__unknown__qwen3_5_9b.md,3708,1fb8ed90ef3935e97bfe607a7311424f9e5ffae526d18f652caf50ed8d340543
602,unknown,Qwen3.5 9B,run_602__unknown__qwen3_5_9b.md,3339,e1edc6052fe11fc0c9ca9bf304655d2441241d683695f99cad46ea11f93ba63b
603,unknown,Gemma 3 12B IT,run_603__unknown__gemma_3_12b_it.md,4567,e6f4976016762c1cd1d9dc7683478610365696f5503b7b1b18a059a5c4652a4d
604,unknown,Gemma 3 12B IT,run_604__unknown__gemma_3_12b_it.md,3160,dd6cc9c18c5064e826d59b52626da2478592f50f1c647241c9a62268d508f66e
605,unknown,Gemma 3 12B IT,run_605__unknown__gemma_3_12b_it.md,3197,58be77441fe90c62ca2a67ccf848f4eb9466be4a679a82c07d12d8ef1dbe300f
606,unknown,Gemma 3 27B IT,run_606__unknown__gemma_3_27b_it.md,4164,8166efa871053aa47ee52a093154d84b228a8ddba385b2f6b17f6d3f94672072
607,unknown,Gemma 4 31B IT,run_607__unknown__gemma_4_31b_it.md,3386,b2fde0f806257135d218d949492081cc6fb440d8073b73af83b12200b3faa439
608,unknown,Granite 4.1 8B,run_608__unknown__granite_4_1_8b.md,4141,768047b16852a102af32da8b7940cb133cb22d579640d124a57462ca4aa66c7e
609,unknown,Granite 4.1 8B,run_609__unknown__granite_4_1_8b.md,4610,2b43d3b575e88d5419ddad62f6dc3e03c51ab3de231bc7ec21d78ba1cc1fd1c4
610,unknown,Granite 4.1 8B,run_610__unknown__granite_4_1_8b.md,4160,cdf03c5bb285d353fd35869cb4c4fbb84b1ea2a283441dfb52c14522bdfe0305
611,unknown,Llama 3.1 8B Instruct,run_611__unknown__llama_3_1_8b_instruct.md,2806,0102bef1bdad27feb7972d447da0eb9546feb5c595416cca95c95a646f0b4e6f
612,unknown,Llama 3.1 8B Instruct,run_612__unknown__llama_3_1_8b_instruct.md,3005,83e4bbc1200271dac94afdcce86e53008562b4c47ba28f8b586f029813ce420a
613,unknown,Llama 3.1 8B Instruct,run_613__unknown__llama_3_1_8b_instruct.md,3323,8288a11c61b35816a8da8f75adb0ef203bb523edf581df278a65f8dd5b3a3640
614,unknown,Ministral 3 8B,run_614__unknown__ministral_3_8b.md,6551,2965251417d3178105b8c8ea6da671eabd4af88c2aafe9df6976fda21bdcc0f4
615,unknown,Ministral 3 8B,run_615__unknown__ministral_3_8b.md,27435,c103263da2967cc4daaa2aecdfe3c37ec691b7b269ba034a3cfed2cbcc45a93e
616,unknown,Ministral 3 8B,run_616__unknown__ministral_3_8b.md,8998,d500eb2fc98d8a92c18963f89e375bd7a8e7341c5355216d1198ea561f9e6fb7
617,unknown,Mistral NeMo 12B,run_617__unknown__mistral_nemo_12b.md,1914,2289e261e9af1a39bedfc73e1a107230237b8277702e8f85baf8a519969313ec
618,unknown,Mistral NeMo 12B,run_618__unknown__mistral_nemo_12b.md,1501,9e15e032bd74ce1a71a49d06c4df67ee61474ce01f270e54d44e7141bad7c946
619,unknown,Mistral NeMo 12B,run_619__unknown__mistral_nemo_12b.md,1632,f0b3df46bac9d7f29488702985522ca48e4529d0d5a022d96a7941b1dfa071bd
620,unknown,Mistral Small 3.2 24B Instruct,run_620__unknown__mistral_small_3_2_24b_instruct.md,5126,fb38be62c14fe5985970bd40a3b51fe55ff5e3b3e1bee5873c9e1133d770cb84
621,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_621__unknown__nvidia_nemotron_3_nano_30b_a3b.md,2997,e290764bf1f08a594bf70d3264e0fd6a0ac732ae2386edc06a13eb56de25ebba
622,unknown,Qwen3 8B,run_622__unknown__qwen3_8b.md,179,1a650e53af75f7cd32766180526298a4292e73f6f995b47b5ab64dcd9f5ffa71
623,unknown,Qwen3.5 9B,run_623__unknown__qwen3_5_9b.md,4388,80f82a9594b06ca0fcad840e36d07bfa36f1e2a1931bed21e2bd0f0f2109fd2c
624,unknown,Gemma 3 12B IT,run_624__unknown__gemma_3_12b_it.md,3534,8b72178d4fda95b3af4988d29228d9351fde7b7f730ae6739b47ed78edb9a6c8
625,unknown,Gemma 3 12B IT,run_625__unknown__gemma_3_12b_it.md,3356,6f07f05503fda1b10cefd2f2d265a76bd9e82d5ef158bf50cfe2ec8473346e2c
626,unknown,Gemma 3 12B IT,run_626__unknown__gemma_3_12b_it.md,3596,58f73f42ad27e50ec1fbde3b6aade827345f9f0b7d421be4807aaa4eb7d005f7
627,unknown,Gemma 3 27B IT,run_627__unknown__gemma_3_27b_it.md,3350,96b875c04d765b3d4841bfd4379d8c904c99702adb05de84dff4007c7c7d2842
628,unknown,Gemma 4 31B IT,run_628__unknown__gemma_4_31b_it.md,3161,b4842b42d019b2d55a145f88b90065dea4a80d3e5b42b913054c52ccdb842556
629,unknown,Granite 4.1 8B,run_629__unknown__granite_4_1_8b.md,5225,826b19a308fb4d9209b1d9183f7628cf61e4d1c8c24d4d12a2f0af3d42c84999
630,unknown,Granite 4.1 8B,run_630__unknown__granite_4_1_8b.md,4502,195f1c2e7b8d40be9c577fc6d74cf8a06a77596622766646507de9e5fd0f997a
631,unknown,Granite 4.1 8B,run_631__unknown__granite_4_1_8b.md,4807,72ee9d01b104a0c7b835cd69ff1bf83c310fea2e327794717e5803f10ac6a459
632,unknown,Llama 3.1 8B Instruct,run_632__unknown__llama_3_1_8b_instruct.md,2656,2dec3ed944fdb0d2c30ee5aa0d4d750a2b05844622b153aa17faaba7b4f749d8
633,unknown,Llama 3.1 8B Instruct,run_633__unknown__llama_3_1_8b_instruct.md,2208,3ae4616a2194b0bb6b909bdba873f33900a146cd5cd31204eca683b4ab8751d0
634,unknown,Llama 3.1 8B Instruct,run_634__unknown__llama_3_1_8b_instruct.md,3086,aee65f0a80802b03555f338c1e66a3ecf5e83e42b71c902ea347be9f004742e3
635,unknown,Ministral 3 8B,run_635__unknown__ministral_3_8b.md,5442,26db31ddc5387729cd1bffaf1bec9f27c1890cd6dd8963cbcfa4d7d9cd4ac23f
636,unknown,Ministral 3 8B,run_636__unknown__ministral_3_8b.md,5747,fb9f942fe7b801124cc3ff04dea6dc8f7019c18ca401bc62da15b2eda8999d05
637,unknown,Ministral 3 8B,run_637__unknown__ministral_3_8b.md,5571,fde727311c4e0225a8ee2bf6ee42b562b72036ccafa677fe642a5847459a72a3
638,unknown,Mistral NeMo 12B,run_638__unknown__mistral_nemo_12b.md,1452,875cb6e3d5bd7f171b9030ec94786f80279432658ad0fc4d5ec0ffb9c42f859b
639,unknown,Mistral NeMo 12B,run_639__unknown__mistral_nemo_12b.md,2069,79fe3fc3e6cd9b32cbd120c502bb844842e8775b3131ecf75f5eae384e5f5188
640,unknown,Mistral NeMo 12B,run_640__unknown__mistral_nemo_12b.md,1621,76c3d91b38dce0ef9cd6e91d39126d4ce936beb18c007e4faa2da21571d4743b
641,unknown,Mistral Small 3.2 24B Instruct,run_641__unknown__mistral_small_3_2_24b_instruct.md,3524,1d87a4c4682359302b359931506cc39522712ece03a0734c737c91bffd9d0a8b
642,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_642__unknown__nvidia_nemotron_3_nano_30b_a3b.md,23556,f7484e10ccc59c5c2080f8aac4358769ff3c505a76ea01b66252e1bf2377b8f3
643,unknown,Qwen3 8B,run_643__unknown__qwen3_8b.md,178,a8788296ca91bdc4adc7b91bb51e2ee3b4442bcc59e94792d87c45e717115bbc
644,unknown,Qwen3.5 9B,run_644__unknown__qwen3_5_9b.md,4214,7a87798b8d36a4caa87064349cef02a43bf1bf45d95978d9910ec9c76b7a7986
645,unknown,Gemma 3 12B IT,run_645__unknown__gemma_3_12b_it.md,2612,af7a6e6b4e455a1e6404ba98493fa1cb7ccee849a478ceaad2a72c559b329b0b
